document_no,sentence_no,content
100,1273,"Installation of a new underground valve with a vaulted actuator equipped with control, power and telemetry (NV/AG) 5."
100,1274,"Installation of a new underground valve with a vaulted actuator equipped with control, power, and telemetry (NV/VT) 6."
100,1275,Installation of new solar power equipment and radio telemetry to enhance an existing automated valve (COMM) 7.
100,1276,Installation of new control piping to an existing regulator station to prevent backflow (BFP1) 8.
100,1277,Installation of a new underground check valve on an existing pipeline to prevent backflow (BFP2) 9.
100,1278,"Installation of a new vaulted flow meter on an existing pipeline equipped with power and telemetry (FM) Then, using historical and estimated VEP costs for each identified work breakdown category, SoCalGas compiled costs for each project type by pipeline diameter."
100,1279,SoCalGas then reviewed typical minimum and maximum costs to validate the averages.
100,1280,"Similarly, material cost estimates were prepared based on recent purchase orders and release costs."
100,1281,Construction Management (Company and Inspector) and Union Labor costs were estimated based on typical project durations and detailed activity check lists.
100,1282,"Other elements included in the estimates are Environmental, Engineering, Survey, Company/Contractor Project Management Labor and Land."
100,1283,"These elements were assigned percentage values, as a proportion of the total direct construction cost, based on typical averages for similar projects."
100,1284,"1 A complete installation of an ACV/RCV consists of three main tasks: 1) valve installation; 2) actuator mount; and 3) power, control, and telemetry installation."
100,1285,Southern California Gas Company 2019 GRC APP324Table 2 below summarizes the valve enhancement cost estimates by VEP project type and pipeline diameter.
100,1286,Table 2 Valve Unit Cost Estimate (in thousands) Pipe Diameter (inches) Valve Enhancement Project Type 1.
100,1287,2.
100,1288,3.
100,1289,4.
100,1290,5.
100,1291,6.
100,1292,7.
100,1293,8.
100,1294,9.
100,1295,"Install control, power, and telemetry (C/P) Install new above-ground actuator on existing valve with control, power, and telemetry (A/AG) Install new vaulted actuator on existing valve with control, power, and telemetry (A/VT) Install new below-ground valve with aboveground actuator with control, power, and telemetry (NV/AG) Install new below-ground valve with vaulted actuator with control, power, and telemetry (NV/VT) Install new solar power and radio telemetry to existing auto-mated valve (COMM) Install new control piping to existing regulator stations to prevent backflow (BFP1) Install new below-ground check valve on existing pipe to prevent backflow (BFP2) Install new vaulted flow meter on existing pipeline with power and telemetry (FM) $647 - - - - $252 $10 $273 $852 $647 - - - - $252 $10 $273 $852 $647 $812 $1,162 $1,583 $1,836 $252 $10 $312 $852 $647 $828 $1,179 $1,605 $1,858 $252 $10 $351 $852 $647 $846 $1,197 $1,627 $1,881 $252 $10 $390 $852 $647 $890 $1,241 $1,724 $1,980 $252 $10 - $852 $647 $914 $1,266 $1,786 $2,044 $252 $10 - $852 $647 $924 $1,295 $1,834 $2,121 $252 $10 - $852 $647 $1,062 $1,475 $2,081 $2,323 $252 $10 - $852 $647 $1,199 $1,655 $2,256 $2,525 $252 $10 - $852 $647 $1,336 $1,835 $2,537 $2,873 $252 $10 - $852 $647 $1,611 $2,195 $2,957 $3,402 $252 $10 - $852 $647 $1,743 $2,409 $3,290 $3,726 $252 $10 - $852 $647 $1,815 $2,524 $3,440 $3,903 $252 $10 - $852 Southern California Gas Company 2019 GRC APP325The direct costs are summarized below."
100,1296,"Material Project Costs Prior to 2018 2018 2019 2020 2021 Total DIRECT LABOR $0 $0 $0 $0 $0 $0 DIRECT NON-LABOR $660,539 $1,981,616 $11,008,975 $10,128,257 $9,247,539 $33,026,926 TOTAL DIRECT COSTS $660,539 $1,981,616 $11,008,975 $10,128,257 $9,247,539 $33,026,926 Assumptions/Forecast Methodology Materials costs are based on historical averages from SoCalGas purchase orders and contract release orders from 2014 through 2017."
100,1297,"Materials were divided into three categories – mechanical, civil and electrical."
100,1298,"Materials purchased by the contractor are not included in the Materials cost category, because those are included as part of construction contractor costs and reflected in the Construction cost category."
100,1299,"Materials included in the estimates for the Materials cost category, by installation type and material category, are as follows: • Type 1 (C/P) o Mechanical – none o Civil – none o Electrical – valve position indicator, linebreak panel, SCADA panel, communication and power systems • Type 2 (A/AG) o Mechanical - mainline actuator, instrumentation pipe and fittings o Civil – none o Electrical – valve position indicator, linebreak panel, SCADA panel, communication and power systems • Type 3 (A/VT) o Mechanical - mainline actuator, instrumentation pipe and fittings o Civil - concrete vaults for actuator with traffic-rated lid o Electrical – valve position indicator, linebreak panel, SCADA panel, communication and power systems • Type 4 (NV/AG) o Mechanical – mainline valve and actuator, associated blowdown valves and gearboxes, pipe and fittings for mainline and blowdown valve assembly, instrumentation pipe and fittings, o Civil – none o Electrical – valve position indicator, linebreak panel, SCADA panel, communication and power systems • Type 5 (NV/VT) o Mechanical - mainline valve and actuator, associated blowdown valves and gearboxes, pipe and fittings for mainline and blowdown valve assembly, instrumentation pipe and fittings Southern California Gas Company 2019 GRC APP326o Civil - concrete vaults for actuator and blowdown pipe with traffic-rated lids o Electrical – valve position indicator, linebreak panel, SCADA panel, communication and power systems • Type 6 (COMM) o Mechanical – none o Civil – none o Electrical - valve position indicator, communication and power systems • Type 7 (BFP1) o Mechanical - instrumentation pipe and fittings o Civil – none o Electrical - none • Type 8 (BFP2) o Mechanical - check valve, associated pipe and fittings, and instrumentation pipe and fittings o Civil – none o Electrical - none • Type 9 (FM) o Mechanical - flow meter, instrumentation pipe and fittings o Civil - concrete vault with traffic-rated lid o Electrical - SCADA panel, communication and power systems Construction Project Costs Prior to 2018 2018 2019 2020 2021 Total DIRECT LABOR $0 $0 $0 $0 $0 $0 DIRECT NON-LABOR $2,735,384 $8,206,152 $45,589,734 $41,942,556 $38,295,377 $136,769,203 TOTAL DIRECT COSTS $2,735,384 $8,206,152 $45,589,734 $41,942,556 $38,295,377 $136,769,203 Assumptions/Forecast Methodology Construction cost estimates include estimated costs for three types of construction contractors— mechanical, valve automation, and electrical."
100,1300,Mechanical contractors perform the mechanical and civil valve enhancement construction activities.
100,1301,"Valve automation contractors specialize in valve repair, modification and actuation."
100,1302,"Such work includes fabrication and modification of existing valve extensions, valve servicing, and installation of gearboxes and actuators."
100,1303,Valve automation contractors also perform the testing and commissioning of the valve to confirm proper installation and operation prior to placing (or returning) a valve to service.
100,1304,Electrical contractors perform the electrical construction activities.
100,1305,"Such work includes installing panels, communication and power systems and ground grids."
100,1306,"SoCalGas assumed the mechanical contractor will excavate for the electrical contractor, if a mechanical contractor is mobilized for that installation type."
100,1307,"Mechanical Contractor Assumptions For each installation type, a list of work activities, or work breakdown structure, was generated for the mechanical contractor."
100,1308,"The list of activities assumed for each installation type, except for the two backflow prevention project Southern California Gas Company 2019 GRC APP327types— Types 7 and 8 (BFP1 and BFP2, respectively), is provided below."
100,1309,"For Type 7 (BFP1), the services of a mechanical contractor are not required."
100,1310,"For Type 8 (BFP2), SoCalGas assumed a percentage of total installed cost, based on historical data."
100,1311,"• Type 1 (C/P) – mobilization, facilities setup, site preparation, Best Management Practices (BMP) set-up, receipt of materials, sense line excavation, electrical excavation, grounding excavation, sense line fabrication, pressure testing of sense lines, tie-in of sense lines, backfilling, electrical backfilling , site restoration, breakdown of yard, demobilization, field overhead • Type 2 (A/AG) - mobilization, facilities setup, site preparation, BMP set-up, receipt of materials, demolition of fence/bollards, potholing, traffic control, sense line excavation, pipe excavation, electrical excavation, grounding excavation, sense line fabrication, pressure testing of sense lines, tie-in of sense lines, actuator installation support, backfilling, electrical backfilling, site restoration, breakdown of yard, yard restoration, foundation installation, demobilization, field overhead • Type 3 (A/VT) - mobilization, facilities setup, site preparation, BMP setup, receipt of materials, demolition of fence/bollards, potholing, traffic control, sense line excavation, vault excavation, pipe excavation, electrical excavation, grounding excavation, sense line fabrication, vault installation, pressure testing of sense lines, tie-in of sense lines, actuator installation support, backfilling, electrical backfilling, site restoration, breakdown of yard, yard restoration, foundation installation, demobilization, field overhead • Type 4 (NV/AG) - mobilization, facilities setup, site preparation, BMP setup, receipt of materials, demolition of fence/bollards, potholing, traffic control, sense line excavation, pipe excavation, bridle excavation, electrical excavation, grounding excavation, valve assembly fabrication, sense line fabrication, pressure testing of valve assembly, pressure testing of sense lines, isolation, demolition of pipe, tie-in of valve assembly, tie-in of sense lines, actuator installation support, coating, installation of pipe supports, backfilling, electrical backfilling, site restoration, breakdown of yard, yard restoration, foundation installation, demobilization, field overhead • Type 5 (NV/VT) - mobilization, facilities setup, site preparation, BMP setup, receipt of materials, demolition of fence/bollards, potholing, traffic control, sense line excavation, vault excavation, pipe excavation, bridle excavation, electrical excavation, grounding excavation, valve assembly fabrication, sense line fabrication, pressure testing of valve assembly, pressure testing of sense lines, isolation, demolition of pipe, tie-in of valve assembly, tie-in of sense lines, actuator installation support, coating, installation of pipe supports, installation of vault, backfilling, electrical backfilling, site restoration, breakdown of yard, yard restoration, foundation installation, demobilization, field overhead • Type 6 (COMM) – mobilization, electrical excavation, grounding excavation, backfilling, site restoration, demobilization, field overhead • Type 7 (BFP1) – none • Type 8 (BFP2) – none • Type 9 (FM) - mobilization, facilities setup, site preparation, BMP setup, receipt of materials, potholing, sense line excavation, vault excavation, electrical excavation, grounding excavation, sense line fabrication, pressure testing of sense lines, tie-in of sense lines, installation of vault, backfilling, electrical backfilling, site restoration, breakdown of yard, demobilization, field overhead Historical averages and the PSEP estimating tool were used to generate cost estimates for each activity by pipe Southern California Gas Company 2019 GRC APP328diameter."
100,1312,Data for a sampling of pipe diameters was used to create a trend line that was then used for pipe diameters that were not sampled.
100,1313,Costs were validated through comparison to historical PSEP projects.
100,1314,"Adjustments were made to estimated activity costs that appeared too low or too high, based on subject matter expert input and the estimating tool."
100,1315,Electrical Contractor Assumptions Electrical contractor activities do not vary significantly from project to project and the estimated costs for electrical contractors are much smaller than those for mechanical contractors.
100,1316,"Therefore, rather than prepare a detailed work breakdown structure for electrical contractors that varies little from project to project, SoCalGas prepared electrical contractor estimates using historical PSEP average costs and the PSEP estimating tool, by installation type."
100,1317,"Valve Contractor Assumptions Similar to electrical contractor costs, SoCalGas prepared estimates for valve contractor costs based on historical PSEP average costs and the PSEP estimating tool, by installation type."
100,1318,"Environmental Survey/Permitting/Monitoring Project Costs Prior to 2018 2018 2019 2020 2021 Total DIRECT LABOR $0 $0 $0 $0 $0 $0 DIRECT NON-LABOR $83,199 $249,596 $1,386,646 $1,275,714 $1,164,783 $4,159,938 TOTAL DIRECT COSTS $83,199 $249,596 $1,386,646 $1,275,714 $1,164,783 $4,159,938 Assumptions/Forecast Methodology Costs for Environmental Services, Permitting and Monitoring, including, but not limited to, survey, permitting, monitoring, and abatement activities, were assumed to be three percent of the total construction contractor cost."
100,1319,"This percentage figure was derived using the estimating tool, which is based on historical averages."
100,1320,"Land & Right-of-Way Acquisition Project Costs Prior to 2018 2018 2019 2020 2021 Total DIRECT LABOR $0 $0 $0 $0 $0 $0 DIRECT NON-LABOR $83,199 $249,596 $1,386,646 $1,275,714 $1,164,783 $4,159,938 TOTAL DIRECT COSTS $83,199 $249,596 $1,386,646 $1,275,714 $1,164,783 $4,159,938 Assumptions/Forecast Methodology Costs for Land and Right-of-Way Acquisition activities, including, but not limited to, permitting, right-of-way acquisition, and temporary right-of-entry (TRE) acquisition, were assumed to be three percent of the total Southern California Gas Company 2019 GRC APP329construction contractor cost."
100,1321,"This percentage figure was derived using the estimating tool, which is based on historical averages."
100,1322,"Company Labor Project Costs Prior to 2018 2018 2019 2020 2021 Total DIRECT LABOR $405,654 $1,216,961 $6,760,896 $6,220,024 $5,679,153 $20,282,688 DIRECT NON-LABOR $0 $0 $0 $0 $0 $0 TOTAL DIRECT COSTS $405,654 $1,216,961 $6,760,896 $6,220,024 $5,679,153 $20,282,688 Assumptions/Forecast Methodology Company labor encompasses three elements of project implementation – project management, construction management, and union labor."
100,1323,Two percent of the total contractor cost was assumed for project management company labor.
100,1324,Historical construction timelines with similar activity lists for each installation type were used to derive man-hour estimates for construction management company labor.
100,1325,"Finally, union company labor was derived using an estimating tool with appropriate work activities, by installation type."
100,1326,"For example, union company labor for new valve installations (Types 4 and 5—NV/AG and NV/VT) include union company labor for pipe isolation and tie-in work."
100,1327,"Other Capital Costs Project Costs Prior to 2018 2018 2019 2020 2021 Total DIRECT LABOR $0 $0 $0 $0 $0 $0 DIRECT NON-LABOR $952,025 $2,856,079 $15,867,103 $14,597,735 $13,328,365 $47,601,307 TOTAL DIRECT COSTS $952,025 $2,856,079 $15,867,103 $14,597,735 $13,328,365 $47,601,307 Assumptions/Forecast Methodology Other Capital costs include contracted project management, engineering, survey, design services, and other costs."
100,1328,Costs for project management were assumed to be eight percent of the total contractor cost.
100,1329,"Construction management, similar to company labor construction management, uses historical construction timelines for each installation type to derive man-hour estimates."
100,1330,"The man-hour estimates were prepared for the construction manager, inspectors and field engineers."
100,1331,Surveying costs were assumed to be five percent of the total construction contractor cost.
100,1332,"Lastly, engineering costs were assumed to be ten percent of the total construction contractor cost."
100,1333,"Illustrative Estimate Examples for each of the Nine Types of Valve Enhancement Projects In the following tables, SoCalGas provides an illustrative example of a cost estimate for each of the nine project types."
100,1334,"Southern California Gas Company 2019 GRC APP330TABLE 3 Project Type 1 (C/P) Installation of Control, Power and Telemetry Equipment on an Existing Valve on Any Size Pipeline2 All units are in thousand dollars Materials - Mechanical $ 1 Materials - Electrical $ 84 Materials - Civil - Total material costs $ 85 Mechanical Contractor $ 256 Electrical Contractor $ 78 Valve Contractor - Total construction contractor costs $ 335 Company Labor $ 71 Engineering $ 33 Environmental $ 10 Project Management $ 27 Survey $ 17 Construction Management $ 59 Land $ 10 Total Cost $ 647 2 As reflected in Table 2, Project Type 1 costs do not vary by pipe diameter."
